Kategori,Başlık,İçerik
Bilim Teknoloji,Türk SİHA’ları elektronik harbe karşı da çok güçlü,Son dönemlerde hedeflerine karşı üstünlükleriyle adından söz ettiren Türk SİHA’ları elektronik harbe karşı performanslarıyla da göz dolduruyor. Uzmanlara göre tamamı yerli yazılımlarla sağlanan bu başarı gelecek yıllarda daha üst noktalara taşınacak.
Bilim Teknoloji,"Veri sızıntısına yerli ""Bariyer""",Siber güvenlik ürünü HAVELSAN Bariyer hem uluslararası hem de ulusal güvenlik ve uygunluk sertifikasyon süreçlerini tamamlayan Türkiye'deki ilk veri sızıntısı önleme ürünü oldu.
Bilim Teknoloji,TÜBA'nın koronavirüs raporu zenginleştirildi,"Türkiye Bilimler Akademisinin, halkı sağlıklı bilgiye ulaştırmak için hazırladığı COVID-19 Küresel Salgın Değerlendirme Raporu, kaynaklar zenginleştirilerek güncellendi."
Bilim Teknoloji,Dinozorları yok eden asteroitin Dünya'ya en ölümcül açıyla isabet ettiği ortaya çıktı,"Dinozorlarının neslinin tükenmesine neden olan asteroitin, Dünya'ya ""mümkün olan en ölümcül"" açıyla isabet ettiği bildirildi."
Bilim Teknoloji,Yeni sınıf kozmik patlama keşfi,"Biri 2016, diğeri 2018'de iki farklı galakside meydana gelen patlamaların, süpernova patlamaları ve gama ışını saçan patlamalarla bazı benzer özellikler taşısalar da ayırt edici niteliklere sahip olduğu gözlendi."
Bilim Teknoloji,Everest'in yüksekliğini ölçecek Çin ekibi zirveye ulaştı,Dünyanın en yüksek zirvesi Everest Dağı'nın yüksekliğini hassas şekilde ölçmek üzere 7 Mayıs'ta yola çıkan Çin keşif ekibinin zirveye ulaştığı bildirildi.
Bilim Teknoloji,Milli mühimmatlar yerli sistemle hedefi 12’den vuruyor,Türkiye’nin teröristlere karşı düzenlediği operasyonlarda dikkat çeken unsurlardan biri de hedeflerin tam isabetle vurulması. Düşman hattındaki elektronik aldatmacaları da aşan mühimmatlarımızın kılavuzu da yerli ve milli imkanlarla üretiliyor.
Bilim Teknoloji,Yerli teknolojiyle uzaktan sağlık takibi,Sosyal izolasyon nedeniyle evde kalması gereken 65 yaş üstü bireylerin ve kronik hastaların sağlık takiplerini yapabilecek  yerli teknoloji geliştirildi.
Bilim Teknoloji,'Kounotori' kargo mekiği UUİ'ye ulaştı,"Japonya Uzay Keşif Ajansının (JAXA), insansız kargo mekiği ""Kounotori9"", Uluslararası Uzay İstasyonuna (UUİ) vardı."
Bilim Teknoloji,COVID-19 kısıtlamaları oyunlara ilgiyi artırdı,"COVID-19 salgını nedeniyle uygulanan sokağa çıkma kısıtlaması, elektronik ortamda oyun oynama eğilimlerini artırdı. Oyunseverler mobil oyunlara günde ortalama 2 saat 24 dakikalarını ayırdı."
Bilim Teknoloji,İsveçli telekom şirketi 5G'ye geçtiklerini duyurdu,"İsveç'in telekom şirketi Tele2, ilk olarak halka açık şekilde 5G'ye geçtiklerini duyurdu."
Bilim Teknoloji,'AKINCI' belgeseli bugün TRT Haber'de,Türkiye'nin ilk taarruzi insansız hava aracı olan Bayraktar AKINCI'nın belgeseli bu akşam 21.00'de TRT Haber'de izleyiciyle buluşacak.
Bilim Teknoloji,Denizaltılara milli bilgi dağıtım sistemi,HAVELSAN tarafından tasarlanan ve TCG Selmanreis denizaltısında kullanılacak altıncı Denizaltı Bilgi Dağıtım Sistemi'nin üretimi tamamlandı.
Bilim Teknoloji,MKEK'ten COVID-19'la mücadeleye termal kameralı destek,"Makina ve Kimya Endüstrisi Kurumu (MKEK), COVID-19 salgınıyla mücadelede, kalabalık yerlerde vücut sıcaklıklarını ölçme amacıyla termal kamera sistemi geliştirdi."
Bilim Teknoloji,NASA: İnsanlı roket fırlatımı için hazırız,"NASA, Kennedy Uzay Merkezinden Uluslararası Uzay İstasyonu'na astronot gönderilmesi için son kontrollerin yapıldığını ve fırlatmaya hazır olunduğunu duyurdu."
Bilim Teknoloji,5 ayda 14 bin 120 oltalama sitesi erişime kapatıldı,"Siber Suçlarla Mücadele Daire Başkanlığı ile Bilgi Teknolojileri ve İletişim Kurumu Başkanlığının ortak çalışmasıyla, 2020'nin ilk 5 ayında 14 bin 120 oltalama sitesi erişime kapatıldı."
Bilim Teknoloji,Dünyanın ilk yüzer nükleer güç santrali ticari faaliyete başladı,"Rusya Devlet Atom Enerjisi Kurumu Rosatom, dünyanın ilk yüzer nükleer güç santrali ""Akademik Lomonosov""un ticari faaliyete başladığını bildirdi."
Bilim Teknoloji,AKINCI TİHA'nın belgeseli izleyiciyle buluşuyor,"Türkiye'nin ilk taarruzi insansız hava aracı Bayraktar AKINCI TİHA'nın belgeseli, Ramazan Bayramı'nın ilk günü saat 20.23'de ""Baykar Tecnologies"" adlı YouTube kanalında izleyiciyle buluşuyor."
Bilim Teknoloji,Apple'dan sistem hatasını bulan gence 25 bin lira ödül,"Türkmenistanlı Almaz Seidov, telefonuna oyun indirmek isterken Iphone'un açığını buldu. Yetkililerle görüşen Seidov'a Apple tarafından teşekkür edilerek 25 bin lira ödül verildi."
Bilim Teknoloji,SİHA’ların saha tecrübesi işin mutfağına da yansıdı,"Türk SİHA’ların başarısı dünya genelinde ses getirmeye devam ederken, uzmanlar bu sürecin geri planına da dikkat çekiyor. Gerçek savaş ortamından gelen bilgiler hem SİHA'ların hem de üzerlerindeki mühimmatın gelişiminde kritik roller üstleniyor."
Bilim Teknoloji,Zırhlı pikap aracı Tulga göreve hazır,"Türkiye'nin en büyük ticari ve askeri araç üreticilerinden BMC, ülke için sınıfında ilk olan zırhlı pikap aracı Tulga'yı talepler doğrultusunda geliştirerek seri üretime hazır hale getirdi."
Bilim Teknoloji,Türkiye'nin ilk yerli parmak izi sistemi hazır,"Türkiye, parmak izi sistemini yerlileştiriyor. İçişleri Bakanlığının talimatıyla HAVELSAN ve POLSAN, Ulusal Biyometrik Veri Yönetim Sistemi çalışmalarına başladı. Parmak İzi Tanıma Sistemi'nin testleri başarı ile tamamladı."
Bilim Teknoloji,Doğa alarm veriyor: 1 milyon canlı türünün yok olma tehlikesi var,"İklim değişikliği, kentleşme, tarımsal kirlilik, aşırı hasat... Bu unsurlar, yaklaşık 1 milyon canlı türünü yok olma tehlikesiyle baş başa bıraktı."
Bilim Teknoloji,Türk araştırmacılardan göçük altındakilere ulaşabilecek minyatür robot,"Türk araştırmacılar, dar mekanlardan geçip engelleri rahatlıkla aşabilen yumuşak gövdeli minyatür robot üretti. Robot, arama kurtarma faaliyetlerinde kullanılabilecek."
Bilim Teknoloji,Toplu ulaşım araçlarının klimalarında virüse karşı sistem geliştirildi,"Cem ve Ali Yazıcı kardeşler, yeni tip koronavirüse karşı toplu ulaşım araçlarının klimalarında kullanılmak üzere geliştirdikleri sistem için patent başvurusunu yaptı."
Bilim Teknoloji,Japon uzay mekiği Kounotori son görevi için Uluslararası Uzay İstasyonu'na fırlatıldı,"Japon insansız uzay mekiği ""Kounotori"" isimli 6 ton yük taşıyabilen kargo aracı, uzaya yollandı."
Bilim Teknoloji,Antartika'da yeni bir ekosistem mi başlıyor?,Bilim insanları Antartika kıtasında eriyen kar yüzeyinde tek hücreli yosunların birleşerek oluşturduğu 1679 yosun bölgesinin ortaya çıktığını belirledi.
Bilim Teknoloji,İzmir'de lise öğretmenleri dezenfeksiyon cihazı geliştirdi,"İzmir Buca Süleyman Şah Meslek ve Teknik Anadolu Lisesi'nde, yeni tip koronavirüse (COVID-19) karşı kapalı alanda ultraviyole (UV) ışınlarıyla dezenfeksiyon işlemi yapabilen cihaz geliştirildi."
Bilim Teknoloji,Hareketli hedeflerin korkulu rüyası,"Yerli ve milli olarak geliştirilen güdüm kitlerine 'Lazer Arayıcı Başlıklı HGK 84' de eklendi. 400 kilodan fazla patlayıcıyla hareketli hedefleri dahi 1 metreden az sapmayla vurabilen sistem, sahada yeni bir dönemin de habercisi."
Bilim Teknoloji,Koca Yusuf'ların bakımı Türkiye'de daha kısa sürede yapılıyor,"""Koca Yusuf"" olarak bilinen A400M nakliye uçaklarının bakımı, Airbus tesisleri dışında sadece Kayseri 2'nci Hava Bakım Fabrika Müdürlüğünde daha az maliyetle yapılıyor."
Bilim Teknoloji,Japonya yeni uzay operasyon filosunu kurdu,"Japonya Savunma Bakanlığı, dış uzaydaki Japon uydularını korumak amacıyla Hava Öz Savunma Kuvvetlerine (ASDF) bağlı ilk uzay operasyon birimini kurdu."
Bilim Teknoloji,Poşetleri dezenfekte eden cihaz geliştirildi,"Kocaeli'deki bir firma, koronavirüs ile mücadele için modüler dezenfektan ünitesi ve tüneli ile alışveriş poşeti dezenfektan cihazı üretti."
Bilim Teknoloji,Çalışanların 3'te 1'i iş başında eskisinden daha çok vakit geçiriyor,"Kaspersky'nin ""Yeni tip koronavirüs insanların çalışma şeklini nasıl değiştirdi?"" konulu araştırması, çalışanların yaklaşık 3'te 1'inin iş başında eskisinden daha çok vakit geçirdiğini ortaya koydu."
Bilim Teknoloji,ABD'nin 'gizli görev' uçağı uzayda,"ABD Uzay Kuvvetleri, Boeing firması tarafından üretilen X-37B uçağını yeni bir görev için uzaya yolladı."
Bilim Teknoloji,Türk bilim insanları nanoteknolojik güneş pili üretecek,"Türk bilim insanlarınca geliştirilen projeyle nanoteknolojik malzeme olan grafen kullanılarak, güneş pili üretilmesi hedefleniyor. Proje, zehirli olmayan ve canlılara zarar vermeyen doğa dostu malzemelerin kullanılması açısından önem taşıyor."
Bilim Teknoloji,ABD'nin Huawei'e yönelik kısıtlamalarına Çin'den tepki,"Pekin yönetimi, yabancı firmaların Çin teknoloji şirketi Huawei'e teknoloji transfer etmesine getirdiği kısıtlamalar nedeniyle ABD'yi ''devlet gücünü suistimal'' etmekle suçladı."
Bilim Teknoloji,"""1 milyon yazılımcı"" için eğitimler hız kesmeden devam ediyor","Cumhurbaşkanı Recep Tayyip Erdoğan tarafından duyurulan ve Hazine ve Maliye Bakanlığı tarafından yürütülen ""1 Milyon Yazılımcı Projesi"" kapsamında bugüne kadar yapılan 451 bin başvurudan BTK Akademi’ye kayıtlı 372 bin kişinin online eğitimi sürüyor."
Bilim Teknoloji,Uzaktan çalışmada güvenlik için yerli ve milli ürün uyarısı,"Yeni tip koronavirüs (COVID-19) salgını sürecinde, uzaktan çalışmayı kolaylaştıran dijital programlar kullanılırken özellikle yerli ve milli sistemlerin tercih edilmesi gerektiği belirtildi."
Bilim Teknoloji,ASELSAN çalışanları yerli video konferans uygulaması ile konuşacak,"ASELSAN, kurum çalışanları ve tedarikçileriyle yapılacak video konferans görüşmelerinde Türk mühendislerince yerli ve milli olanaklarla geliştirilen uygulamayı kullanacak."
Bilim Teknoloji,Facebook Afrika'ya internet altyapısı kuracak,"Facebook, Afrika'nın internet altyapısını oluşturmak için 6 telekomünikasyon şirketi ile ortak bir proje yürütecek."
Bilim Teknoloji,Pandemi döneminde dijital yaşam,"Anadolu Üniversitesi Sosyal Medya ve Dijital Güvenlik Eğitim, Uygulama ve Araştırma Merkezi'nin (SODİGEM) 'Pandemi Döneminde Dijital Yaşam Anketi'ne göre evde basılı kitap okuma oranı azalırken, sesli kitaplara olan ilgi arttı."
Bilim Teknoloji,Bayburt'ta yeni bir sümbül türü keşfedildi,"Bayburt'ta, kır sümbülü türüne ait yeni endemik bir bitki keşfedildi. Bitkiye ""Bayburt Sümbülü"" adı verildi."
Bilim Teknoloji,Meslek lisesinden bir yenilik daha: UV ışınlarıyla dezenfeksiyon yapan robot,"Ankara'da bir meslek lisesinde, yoğun bakım odaları, asansör kabinleri, koridorlar gibi birçok kapalı alanda ultraviyole (UV) ışınlarıyla kendi kendine dezenfeksiyon işlemi yapabilen robot geliştirildi."
Bilim Teknoloji,TÜBİTAK'tan iki yeni çağrı: Sipariş Ar-Ge ve Patent Lisans,"Sanayi ve Teknoloji Bakanı Varank, Sipariş Ar-Ge ve Patent Lisans çağrılarıyla 60 milyon liralık proje hacmi oluşturacaklarını söyledi."
Bilim Teknoloji,"Airbus, AB'ye uydu haberleşme çözümleri sunacak","Airbus, Avrupa Birliği ve üye devletlerinin askeri ve sivil görevleri için uydu haberleşme çözümleri sağlamaya yönelik anlaşma yaptı."
Bilim Teknoloji,Twitter yanıltıcı koronavirüs paylaşımları konusunda uyaracak,"Twitter, koronavirüs ile ilgili yanıltıcı veya tartışmalı iddialar öne süren paylaşımlar konusunda kullanıcılarını uyaracak."
Bilim Teknoloji,TÜBİTAK'tan koronavirüs ilacı açıklaması: Haziran'da müjdeli haberlerimiz olacak,"Türkiye Bilimsel ve Teknolojik Araştırma Kurumu (TÜBİTAK) Başkanı Prof. Dr. Hasan Mandal, yeni tip koronavirüs (COVID-19) tedavisine yönelik ilaç geliştirme çalışmalarıyla ilgili haziranda müjdeli haberlerinin olabileceğini ifade etti."
Bilim Teknoloji,Savunmada yerli dönüşüm faturayı yarı yarıya azalttı,"MKEK Gazi Fişek Fabrikası'nda devreye alınan ve tümüyle yerli makinelerle oluşturulan üretim hattında, kapasite 3 katına çıkacak, yıllık 20 milyon olan fişek üretimi, 60 milyona ulaşacak."
Bilim Teknoloji,Mehmetçik omuzdan ‘milli füze’ atacak,"Roketsan'ın yürüttüğü Portatif Hava Savunma Füze Sistemi Projesi kapsamında geliştirilen füzelerin yakın zamanda birliklere teslimatına başlanacak. Uzmanlar projenin neden önemli olduğunu anlattı, ihracat boyutuna dikkat çekti."
Bilim Teknoloji,Sosyal medyadan canlı yayınlar gelir kapısı oldu,"Koronavirüs salgını nedeniyle evde kalma sürecinde gittikçe popüler olan sosyal medya platformları aracılığıyla yapılan canlı yayınlar, farklı iş modelleriyle kazanç kapısı haline geldi."
Bilim Teknoloji,"Türkiye'nin insansız ""mini tankı"" için seri üretim başlıyor","Türk savunma sanayisi bünyesinde geliştirilen ve güvenlik güçlerinin kullanımına sunulan insansız kara araçlarına ""mini tank"" olarak da nitelendirilen yenileri eklenecek."
Bilim Teknoloji,Savunma sanayiindeki millileşmede önemli adım,"Makina ve Kimya Endüstrisi Kurumunun (MKEK) yeni projesi kapsamında yerli ve milli makinelerle oluşturulan yeni üretim hattı, Gazi Fişek Fabrikası'nda hizmete girdi."
Bilim Teknoloji,İkinci AKINCI TİHA yakın zamanda gökyüzüyle buluşacak,"Baykar Teknik Müdürü Selçuk Bayraktar, ikinci AKINCI TİHA'nın görselini sosyal medya hesabından paylaştı."
Bilim Teknoloji,Jüpiter'de 'şanslı görüntüleme',"Gök bilimciler, ""şanslı görüntüleme"" olarak bilinen tekniği kullanarak Jüpiter'in yüksek çözünürlüklü görüntülerini elde etti."
Bilim Teknoloji,COVID-19 salgını sürecinde dijital bağımlılık yüzde 116 arttı,"Dijital Bağımlılıkla Mücadele Derneği Genel Başkanı Prof. Dr. Tuncay Dilci, yeni tip koronavirüs (COVID-19) salgını sürecinde yetişkinlerde dijital bağımlılığın yüzde 116 arttığını açıkladı."
Bilim Teknoloji,Facebook ve Google evden çalışmayı yıl sonuna kadar uzattı,"Facebook ve Google, yeni tip koronavirüs salgını nedeniyle çalışanlarının yılın geri kalanında evden çalışmasına izin vereceğini açıkladı."
Bilim Teknoloji,Çin'in fırlattığı uzay mekiği yörüngede,"Çin'in, insansız test uçuşu için 5 Mayıs'ta uzaya fırlattığı Şıncou mekiği yörüngeye yerleşti."
Bilim Teknoloji,Avrupa'da en çok telefonla konuşan ülke Türkiye,"BTK, Türkiye'nin telefonla konuşma süreleri ve davranışlarıyla ilgili bir rapor yayımladı. Türkiye, Avrupa ülkeleriyle kıyaslandığında mobil telefonla aylık en fazla görüşme yapan ülke konumunda."
Bilim Teknoloji,SpaceX'in personel taşıyıcı mekiği Starship'in ilk ateşleme testi yapıldı,"ABD'li roket ve uzay mekiği üreticisi SpaceX'in, personel taşıyıcı ""Starship"" mekiğinde, SN4 modeli prototipinin ilk ateşleme testi yapıldı."
Bilim Teknoloji,Dünya'ya en yakın kara delik keşfedildi,"Gök bilimciler Dünya'ya bin ışık yılı uzaklıkta ve ""alışılmadık derecede karanlık"" bir kara delik keşfedildiğini açıkladı."
Bilim Teknoloji,Türkiye yeni dijital uygulamalara hazırlanıyor,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Ali Taha Koç, araçla ilgili her şeye bir noktadan erişilebilecek ""araçlarım"" uygulamasının hazırlandığını belirtti, bir video konferans uygulaması yapılmasına da önderlik ettiklerini söyledi."
Bilim Teknoloji,COVID-19 sürecinde sosyal medya platformları atağa kalktı,Dünyada küresel pandemi ilan edilmesine neden olan ve Türkiye'de de etkisini sürdüren COVID-19 ile bireylerin sosyal medya kullanımının artış gösterdiği belirlendi.
Bilim Teknoloji,Dünya'ya çok benzeyen yeni bir gezegen keşfedildi,"NASA, gezegenimizden 300 ışık yılı uzaklıkta yer alan ve şimdiye kadar Dünya'ya en çok benzeyen yeni bir gezegen keşfedildiğini duyurdu."
Bilim Teknoloji,TSK haberleşmesine yazılım tabanlı telsizlerle güçlendirme,ASELSAN'ın ürettiği 1300'den fazla yazılım tabanlı telsiz daha Türk Silahlı Kuvvetlerine teslim edildi.
Bilim Teknoloji,Elektronik haberleşmede tüketici şikayetleri azaldı,"Bilgi Teknolojileri ve İletişim Kurumu'na geçen yılın 4'üncü çeyreğinde yapılan şikayet sayısı, bir önceki yılın aynı dönemine göre yüzde 15,91 azalarak 44 bin 647 oldu."
Bilim Teknoloji,"Çin, uzay istasyonunu 2022'de tamamlamayı planlıyor","Çin, iki yıl içinde Dünya yörüngesinde uzay istasyonu kurmayı hedefliyor."
Bilim Teknoloji,ASELSAN'dan Bahreyn'e uzaktan komutalı silah sistemi ihracatı,"ASELSAN, Bahreyn'e çeşitli kara ve deniz platformlarında kullanılabilen uzaktan komutalı silah sisteminin ihracatını gerçekleştirecek."
Bilim Teknoloji,TÜBİTAK 9 Ar-Ge personeli alacak,"TÜBİTAK, Bilişim ve Bilgi Güvenliği İleri Teknolojiler Araştırma Merkezine bağlı Ulusal Elektronik ve Kriptoloji Araştırma Enstitüsünde görev yapmak üzere 9 Ar-Ge personeli alacak."
Bilim Teknoloji,Siber uzman eğitimleri devam ediyor,Türkiye Siber Güvenlik Kümelenmesi ile bugüne kadar 25 üniversitede gerçekleştirilen 135 eğitim programı ile 3 bin 500'ün üzerinde öğrenciye siber güvenlik eğitimi verildi.
Bilim Teknoloji,Çin astronot taşıyacak roketin ilk prototipini uzaya fırlattı,"Çin, astronot taşıyacak Long March-5B roketinin ilk prototipini uzaya gönderdi. Prototip, 6 dakika 8 saniyelik uçuşun ardından önceden planlı yörüngesine girdi."
